X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.26505112,44.93686091,0036XX PARK AVE ,MP2020182438        ,3,2020/07/13 00:00:00+00,412,2020/07/01 00:00:00+00,2020/07/13 04:12:00+00,0,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/13 00:00:00+00,13518,-93.26505325,44.9368642,-10382218,5611587,Central,2020/07/13 00:00:00+00,2020/07/15 07:00:21+00,73
-93.28929665,44.95643072,0025XX ALDRICH AVE S,MP2020182515        ,5,2020/07/13 00:00:00+00,909,2020/07/11 00:00:00+00,2020/07/13 09:09:00+00,2142,ROBPER  ,ROBBERY OF PERSON             ,4,2020/07/13 00:00:00+00,16095,-93.28930393,44.95643665,-10384917,5614665,Lowry Hill East,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,74
-93.28539797,45.02849146,0040XX WASHINGTON AVE N,MP2020182546        ,4,2020/07/11 00:00:00+00,2305,2020/07/11 00:00:00+00,2020/07/11 23:05:00+00,2305,ARSON   ,ARSON                         ,10,2020/07/13 00:00:00+00,23149,-93.28540068,45.02849153,-10384483,5626008,WEBBER-CAMDEN,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,75
-93.284311,44.94131843,,MP2020182634        ,5,2020/07/12 00:00:00+00,535,2020/07/11 00:00:00+00,2020/07/12 05:35:00+00,2340,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,,-93.28431,44.94132,-10384362,5612288,Lyndale,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,76
-93.28798511,45.00202953,0022XX LYNDALE AVE N,MP2020182665        ,4,2020/07/11 00:00:00+00,216,2020/07/11 00:00:00+00,2020/07/11 02:16:00+00,216,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/13 00:00:00+00,15065,-93.28798976,45.00203322,-10384771,5621841,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,77
-93.29083277,44.90417885,0054XX BRYANT AVE S,MP2020182786        ,5,2020/07/13 00:00:00+00,756,2020/07/11 00:00:00+00,2020/07/13 07:56:00+00,200,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/13 00:00:00+00,14010,-93.2908397,44.90418437,-10385088,5606449,Kenny,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,78
-93.20323805,44.90826989,0053XX SOUTH MINNEHAHA PARK DR ,MP2020182853        ,3,2020/07/12 00:00:00+00,1148,2020/07/12 00:00:00+00,2020/07/12 11:48:00+00,1022,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,23504,-93.20324539,44.9082754,-10375337,5607092,Minnehaha,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,79
-93.26392823,44.90431883,0054XX COLUMBUS AVE ,MP2020182866        ,3,2020/07/13 00:00:00+00,842,2020/07/12 00:00:00+00,2020/07/13 08:42:00+00,1,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,14614,-93.26393397,44.9043197,-10382093,5606471,Page,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,80
-93.29411162,44.99252006,0013XX EMERSON AVE N,MP2020182869        ,4,2020/07/12 00:00:00+00,1219,2020/07/12 00:00:00+00,2020/07/12 12:19:00+00,100,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,22917,-93.29411505,44.99252042,-10385453,5620344,Near - North,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,81
-93.22883105,45.00363652,0015XX NEW BRIGHTON BLVD ,MP2020182879        ,2,2020/07/12 00:00:00+00,1329,2020/07/12 00:00:00+00,2020/07/12 13:29:00+00,1215,THEFT   ,OTHER THEFT                   ,7,2020/07/13 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,82
-93.28801206,44.96001588,0022XX LYNDALE AVE S,MP2020182883        ,5,2020/07/12 00:00:00+00,1413,2020/07/11 00:00:00+00,2020/07/12 14:13:00+00,2300,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,16534,-93.28801715,44.96002038,-10384774,5615229,Lowry Hill East,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,83
-93.3250496,44.94599177,0031XX CHOWEN AVE S,MP2020182909        ,5,2020/07/12 00:00:00+00,1358,2020/07/11 00:00:00+00,2020/07/12 13:58:00+00,1600,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/07/13 00:00:00+00,23138,-93.32505679,44.94599365,-10388897,5613023,West Calhoun,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,84
-93.27781618,44.96179567,0020XX NICOLLET AVE ,MP2020182914        ,5,2020/07/12 00:00:00+00,1405,2020/07/12 00:00:00+00,2020/07/12 14:05:00+00,200,THEFT   ,OTHER THEFT                   ,7,2020/07/13 00:00:00+00,18036,-93.2778187,44.96180077,-10383639,5615509,Whittier,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,85
-93.29306958,45.01943723,0035XX DUPONT AVE N,MP2020182950        ,4,2020/07/12 00:00:00+00,1534,2020/07/12 00:00:00+00,2020/07/12 15:34:00+00,1420,ROBPER  ,ROBBERY OF PERSON             ,4,2020/07/13 00:00:00+00,10410,-93.29307047,45.01944202,-10385337,5624582,Folwell,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,86
-93.30290613,45.00176275,0021XX ILION AVE N,MP2020182960        ,4,2020/07/12 00:00:00+00,2030,2020/07/10 00:00:00+00,2020/07/12 20:30:00+00,1835,THEFT   ,OTHER THEFT                   ,7,2020/07/13 00:00:00+00,20296,-93.30291133,45.00176498,-10386432,5621799,Jordan,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,87
-93.30498124,44.94957124,0028XX KNOX AVE S,MP2020182977        ,5,2020/07/12 00:00:00+00,1654,2020/07/09 00:00:00+00,2020/07/12 16:54:00+00,1830,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,17028,-93.30498284,44.94957571,-10386663,5613586,East Isles,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,88
-93.2970581,45.03243399,0042XX GIRARD AVE N,MP2020182991        ,4,2020/07/13 00:00:00+00,1045,2020/07/10 00:00:00+00,2020/07/13 10:45:00+00,1,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,10736,-93.29706575,45.03243773,-10385781,5626629,WEBBER-CAMDEN,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,89
-93.22883105,45.00363652,0015XX NEW BRIGHTON BLVD ,MP2020182994        ,2,2020/07/12 00:00:00+00,1609,2020/07/12 00:00:00+00,2020/07/12 16:09:00+00,1520,SHOPLF  ,SHOPLIFTING                   ,7,2020/07/13 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,90
-93.28917089,44.96892062,0007XX VINELAND PL ,MP2020183005        ,5,2020/07/12 00:00:00+00,1704,2020/07/12 00:00:00+00,2020/07/12 17:04:00+00,1555,ROBPAG  ,ROBBERY PER AGG               ,4,2020/07/13 00:00:00+00,22633,-93.28917459,44.96892313,-10384903,5616630,Lowry Hill,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,91
-93.30210663,44.94747318,0030XX IRVING AVE S,MP2020183006        ,5,2020/07/12 00:00:00+00,1658,2020/07/10 00:00:00+00,2020/07/12 16:58:00+00,800,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/13 00:00:00+00,21607,-93.30211464,44.94747766,-10386343,5613256,ECCO,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,92
-93.24605176,44.92692723,,MP2020183024        ,3,2020/07/12 00:00:00+00,1731,2020/07/12 00:00:00+00,2020/07/12 17:31:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/07/13 00:00:00+00,,-93.24606,44.92693,-10380103,5610025,Standish,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,93
-93.29305161,45.01043238,0029XX DUPONT AVE N,MP2020183031        ,4,2020/07/12 00:00:00+00,1659,2020/07/12 00:00:00+00,2020/07/12 16:59:00+00,1625,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/13 00:00:00+00,19327,-93.29305945,45.01043723,-10385335,5623164,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,94
-93.24289867,44.90216821,,MP2020183032        ,3,2020/07/12 00:00:00+00,1648,2020/07/12 00:00:00+00,2020/07/12 16:48:00+00,1648,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,,-93.2429,44.90217,-10379752,5606133,Wenonah,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,95
-93.29103939,44.99913938,,MP2020183040        ,4,2020/07/12 00:00:00+00,2027,2020/07/12 00:00:00+00,2020/07/12 20:27:00+00,1652,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/12 00:00:00+00,,-93.29105,44.99914,-10385111,5621386,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,96
-93.25440609,44.94836327,0014XX LAKE ST E,MP2020183057        ,3,2020/07/12 00:00:00+00,1837,2020/07/12 00:00:00+00,2020/07/12 18:37:00+00,1720,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,5,2020/07/13 00:00:00+00,20183,-93.25441298,44.94836452,-10381033,5613396,Powderhorn Park,2020/07/15 00:00:00+00,2020/07/16 07:00:19+00,97
-93.22689967,44.99783717,0007XX STINSON BLVD NE,MP2020183083        ,2,2020/07/12 00:00:00+00,1823,2020/07/12 00:00:00+00,2020/07/12 18:23:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,17965,-93.22690814,44.9978386,-10377971,5621181,MID CITY INDUSTRIAL AR,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,98
-93.31389253,44.91800961,,MP2020183130        ,5,2020/07/12 00:00:00+00,1914,2020/07/12 00:00:00+00,2020/07/12 19:14:00+00,1914,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,,-93.3139,44.91802,-10387655,5608623,Linden Hills,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,99
-93.2537054,44.94045366,0034XX 15TH AVE S,MP2020183151        ,3,2020/07/12 00:00:00+00,1924,2020/07/12 00:00:00+00,2020/07/12 19:24:00+00,1924,ROBPAG  ,ROBBERY PER AGG               ,4,2020/07/13 00:00:00+00,11605,-93.25370902,44.94045442,-10380955,5612152,Powderhorn Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,100
-93.2771155,44.99974918,0020XX WEST RIVER RD N,MP2020183189        ,4,2020/07/13 00:00:00+00,1,2020/07/12 00:00:00+00,2020/07/13 00:01:00+00,2018,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/13 00:00:00+00,22912,-93.277123,44.99975298,-10383561,5621482,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,101
-93.30216053,44.94223405,0033XX IRVING AVE S,MP2020183202        ,5,2020/07/12 00:00:00+00,2320,2020/07/12 00:00:00+00,2020/07/12 23:20:00+00,2038,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,11740,-93.30216096,44.94223837,-10386349,5612432,ECCO,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,102
-93.28798511,45.00591036,,MP2020183204        ,4,2020/07/12 00:00:00+00,2333,2020/07/12 00:00:00+00,2020/07/12 23:33:00+00,2030,ROBPER  ,ROBBERY OF PERSON             ,4,2020/07/13 00:00:00+00,,-93.28799,45.00591,-10384771,5622452,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,103
-93.25691239,45.00523711,0006XX 17TH AVE NE,MP2020183210        ,2,2020/07/12 00:00:00+00,2044,2020/07/12 00:00:00+00,2020/07/12 20:44:00+00,2030,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,15299,-93.25691714,45.00524333,-10381312,5622346,Logan Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,104
-93.232056,44.98288194,,MP2020183242        ,2,2020/07/12 00:00:00+00,2150,2020/07/12 00:00:00+00,2020/07/12 21:50:00+00,2150,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,,-93.23206,44.98288,-10378545,5618827,MARCY-HOLMES,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,105
-93.23714047,45.01591928,0026XX JOHNSON ST NE,MP2020183258        ,2,2020/07/12 00:00:00+00,2344,2020/07/12 00:00:00+00,2020/07/12 23:44:00+00,2151,ROBBIZ  ,ROBBERY OF BUSINESS           ,4,2020/07/13 00:00:00+00,10593,-93.23714435,45.01592245,-10379111,5624028,Audubon Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,106
-93.24859399,44.95823604,0024XX 18TH AVE S,MP2020183271        ,3,2020/07/13 00:00:00+00,52,2020/07/12 00:00:00+00,2020/07/13 00:52:00+00,1900,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/07/14 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,107
-93.26162854,44.97631794,,MP2020183278        ,1,2020/07/12 00:00:00+00,2331,2020/07/12 00:00:00+00,2020/07/12 23:31:00+00,1130,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,,-93.26163,44.97632,-10381837,5617794,Downtown East,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,108
-93.28721256,45.00257579,0006XX 23RD AVE N,MP2020183279        ,4,2020/07/12 00:00:00+00,2257,2020/07/12 00:00:00+00,2020/07/12 22:57:00+00,2221,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/13 00:00:00+00,15064,-93.28722134,45.00258038,-10384685,5621927,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,109
-93.28493084,44.99913303,,MP2020183325        ,4,2020/07/13 00:00:00+00,134,2020/07/12 00:00:00+00,2020/07/13 01:34:00+00,2348,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/13 00:00:00+00,,-93.28494,44.99913,-10384431,5621385,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,110
-93.28565848,45.01072452,0004XX 30TH AVE N,MP2020183395        ,4,2020/07/13 00:00:00+00,356,2020/07/13 00:00:00+00,2020/07/13 03:56:00+00,222,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/13 00:00:00+00,21361,-93.28566583,45.01073081,-10384512,5623210,Hawthorne,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,111
-93.23716742,45.00688212,0018XX JOHNSON ST NE,MP2020183434        ,2,2020/07/13 00:00:00+00,831,2020/07/13 00:00:00+00,2020/07/13 08:31:00+00,600,ROBBIZ  ,ROBBERY OF BUSINESS           ,4,2020/07/13 00:00:00+00,16546,-93.23717039,45.00688447,-10379114,5622605,Windom Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,112
-93.25874495,44.93864778,0035XX 11TH AVE S,MP2020183438        ,3,2020/07/13 00:00:00+00,815,2020/07/12 00:00:00+00,2020/07/13 08:15:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,12293,-93.25875301,44.93865277,-10381516,5611868,Powderhorn Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,113
-93.25428032,44.91353756,0014XX EAST MINNEHAHA PKWY ,MP2020183478        ,3,2020/07/13 00:00:00+00,959,2020/07/12 00:00:00+00,2020/07/13 09:59:00+00,2230,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,20247,-93.25428921,44.91354203,-10381019,5607920,Northrop,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,114
-93.25132487,44.98409553,0004XX 2ND ST SE,MP2020183485        ,2,2020/07/13 00:00:00+00,953,2020/07/12 00:00:00+00,2020/07/13 09:53:00+00,1900,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,17805,-93.25133201,44.98409928,-10380690,5619018,MARCY-HOLMES,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,115
-93.21400885,44.94237394,0033XX 41ST AVE S,MP2020183500        ,3,2020/07/13 00:00:00+00,1100,2020/07/10 00:00:00+00,2020/07/13 11:00:00+00,1800,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/13 00:00:00+00,11205,-93.2140155,44.94237479,-10376536,5612454,Cooper,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,116
-93.29797438,44.91323857,0013XX WEST MINNEHAHA PKWY ,MP2020183527        ,5,2020/07/13 00:00:00+00,1032,2020/07/13 00:00:00+00,2020/07/13 10:32:00+00,0,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,14020,-93.29797769,44.91323967,-10385883,5607873,Lynnhurst,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,117
-93.27148306,44.96268554,,MP2020183537        ,5,2020/07/13 00:00:00+00,1218,2020/07/12 00:00:00+00,2020/07/13 12:18:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,,-93.27149,44.96269,-10382934,5615649,STEVEN SQ/LORING HGTS,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,118
-93.27133933,44.98044832,,MP2020183546        ,1,2020/07/13 00:00:00+00,1258,2020/07/12 00:00:00+00,2020/07/13 12:58:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,,-93.27134,44.98045,-10382918,5618444,Downtown West,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,119
-93.22428558,44.92418594,0043XX 33RD AVE S,MP2020183578        ,3,2020/07/13 00:00:00+00,1216,2020/07/10 00:00:00+00,2020/07/13 12:16:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/13 00:00:00+00,12145,-93.2242908,44.92418648,-10377680,5609594,Ericsson,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,120
-93.23234347,44.90079381,0056XX 28TH AVE S,MP2020183617        ,3,2020/07/13 00:00:00+00,1347,2020/07/10 00:00:00+00,2020/07/13 13:47:00+00,1200,THEFT   ,OTHER THEFT                   ,7,2020/07/13 00:00:00+00,13748,-93.23234887,44.9007965,-10378577,5605917,Wenonah,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,121
-93.27009966,45.01211534,0024XX GRAND ST NE,MP2020183619        ,2,2020/07/13 00:00:00+00,1355,2020/07/12 00:00:00+00,2020/07/13 13:55:00+00,2330,BURGD   ,BURGLARY OF DWELLING          ,6,2020/07/14 00:00:00+00,13649,-93.27010541,45.01211604,-10382780,5623429,Bottineau,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,122
-93.22362082,44.94836327,0033XX LAKE ST E,MP2020183625        ,3,2020/07/13 00:00:00+00,1333,2020/07/12 00:00:00+00,2020/07/13 13:33:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/13 00:00:00+00,14410,-93.22362686,44.94836604,-10377606,5613396,Longfellow,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,123
-93.26514096,44.95463169,0026XX PARK AVE ,MP2020183758        ,3,2020/07/13 00:00:00+00,1627,2020/07/13 00:00:00+00,2020/07/13 16:27:00+00,700,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/14 00:00:00+00,17508,-93.26514633,44.95463611,-10382228,5614382,Phillips West,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,124
-93.3103352,44.92591595,0042XX QUEEN AVE S,MP2020183922        ,5,2020/07/13 00:00:00+00,1909,2020/07/13 00:00:00+00,2020/07/13 19:09:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/14 00:00:00+00,15523,-93.31033863,44.92592135,-10387259,5609866,Linden Hills,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,125
-93.24301545,45.01088964,0011XX 23RD AVE NE,MP2020183936        ,2,2020/07/13 00:00:00+00,2005,2020/07/13 00:00:00+00,2020/07/13 20:05:00+00,1620,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/14 00:00:00+00,11139,-93.24302405,45.01089494,-10379765,5623236,Windom Park,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,126
-93.24223392,44.99419085,0004XX FILLMORE ST NE,MP2020183939        ,2,2020/07/13 00:00:00+00,2105,2020/07/13 00:00:00+00,2020/07/13 21:05:00+00,1930,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/07/14 00:00:00+00,16852,-93.24224207,44.99419584,-10379678,5620607,Beltrami,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,127
-93.27657651,44.96520889,,MP2020183948        ,5,2020/07/13 00:00:00+00,2002,2020/07/13 00:00:00+00,2020/07/13 20:02:00+00,1945,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/14 00:00:00+00,,-93.27658,44.96521,-10383501,5616046,STEVEN SQ/LORING HGTS,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,128
-93.21779076,44.97003917,0028XX DELAWARE ST SE,MP2020183960        ,2,2020/07/13 00:00:00+00,2044,2020/07/12 00:00:00+00,2020/07/13 20:44:00+00,1400,ROBPER  ,ROBBERY OF PERSON             ,4,2020/07/14 00:00:00+00,22042,-93.21779198,44.970044,-10376957,5616806,PROSPECT PK/E RIVER RD,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,129
-93.31720731,44.94866209,0030XX LAKE ST W,MP2020183997        ,5,2020/07/13 00:00:00+00,2107,2020/07/13 00:00:00+00,2020/07/13 21:07:00+00,2000,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/07/14 00:00:00+00,15173,-93.31720819,44.94866349,-10388024,5613443,CEDAR-ISLES-DEAN,2020/07/14 00:00:00+00,2020/07/15 07:00:22+00,130
-93.28689815,44.97143734,,MP2020703872        ,1,2020/07/10 00:00:00+00,1542,2020/07/09 00:00:00+00,2020/07/10 15:42:00+00,230,THEFT   ,OTHER THEFT                   ,7,2020/07/12 00:00:00+00,,-93.28691,44.97144,-10384650,5617026,Loring Park,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,131
-93.27237239,44.97563163,00008X 8TH ST S,MP2020703885        ,1,2020/07/11 00:00:00+00,1403,2020/07/11 00:00:00+00,2020/07/11 14:03:00+00,1246,SHOPLF  ,SHOPLIFTING                   ,7,2020/07/12 00:00:00+00,17052,-93.27237593,44.97563254,-10383033,5617686,Downtown West,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,132
-93.27237239,44.97563163,00008X 8TH ST S,MP2020703888        ,1,2020/07/11 00:00:00+00,1601,2020/07/07 00:00:00+00,2020/07/11 16:01:00+00,1038,SHOPLF  ,SHOPLIFTING                   ,7,2020/07/12 00:00:00+00,17052,-93.27237593,44.97563254,-10383033,5617686,Downtown West,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,133
-93.31648866,44.94890368,,MP2020703896        ,5,2020/07/12 00:00:00+00,1056,2020/07/11 00:00:00+00,2020/07/12 10:56:00+00,1300,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,,-93.31649,44.9489,-10387944,5613481,CEDAR-ISLES-DEAN,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,134
-93.22873224,44.9341201,,MP2020703897        ,3,2020/07/12 00:00:00+00,1124,2020/07/12 00:00:00+00,2020/07/12 11:24:00+00,930,THEFT   ,OTHER THEFT                   ,7,2020/07/13 00:00:00+00,,-93.22874,44.93412,-10378175,5611156,Standish,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,135
-93.32264212,44.94568659,0031XX EXCELSIOR BLVD ,MP2020703898        ,5,2020/07/13 00:00:00+00,835,2020/07/13 00:00:00+00,2020/07/13 08:35:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,21712,-93.32264602,44.9456915,-10388629,5612975,West Calhoun,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,136
-93.29592622,44.90419157,0054XX FREMONT AVE S,MP2020703899        ,5,2020/07/12 00:00:00+00,959,2020/07/11 00:00:00+00,2020/07/12 09:59:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,18545,-93.29593083,44.90419618,-10385655,5606451,Kenny,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,137
-93.23421196,44.98244987,,MP2020703900        ,2,2020/07/13 00:00:00+00,912,2020/06/20 00:00:00+00,2020/07/13 09:12:00+00,1100,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,,-93.23421,44.98245,-10378785,5618759,MARCY-HOLMES,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,138
-93.28299946,44.94954581,0029XX PLEASANT AVE ,MP2020703902        ,5,2020/07/13 00:00:00+00,940,2020/07/10 00:00:00+00,2020/07/13 09:40:00+00,1600,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,14944,-93.28300416,44.94954814,-10384216,5613582,Whittier,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,139
-93.29581842,44.92816744,0041XX ROSE WAY RD ,MP2020703905        ,5,2020/07/13 00:00:00+00,1055,2020/07/12 00:00:00+00,2020/07/13 10:55:00+00,1630,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,18831,-93.29581965,44.9281707,-10385643,5610220,East Harriet,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,140
-93.29201855,44.93859691,0035XX COLFAX AVE S,MP2020703907        ,5,2020/07/13 00:00:00+00,1130,2020/07/09 00:00:00+00,2020/07/13 11:30:00+00,2000,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/07/13 00:00:00+00,13097,-93.29202487,44.93859937,-10385220,5611860,CARAG,2020/07/13 00:00:00+00,2020/07/15 07:00:22+00,141
-93.30573582,44.9887908,0011XX NEWTON AVE N,MP202043605         ,4,2020/02/17 00:00:00+00,2014,2020/02/17 00:00:00+00,2020/02/17 20:14:00+00,1920,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/18 00:00:00+00,15839,-93.30573652,44.9887971,-10386747,5619757,Near - North,2020/02/22 00:00:00+00,2020/07/15 07:00:22+00,142
